"internalid","trandate","itemunit","trackingnumber","item_internalid","item_shipquantity","shiptype"
"TOJP202509180023-001","20250925","7","450306870171","A2637NQ6","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A2663N23","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3040011","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3062N21","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3959N11","10","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3959N51","10","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3959N61","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3994N31","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3954N11","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3954N21","10","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3954N31","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3954N61","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A70A1NA1","10","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","T87B0N21","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A3117031","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A31X1011","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A31X1061","5","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","A25A00V1","10","ç≤êÏ"
"TOJP202509180023-001","20250925","7","450306870171","B25M3N21","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1217N21","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1645011","5","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1645021","5","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1653N11","15","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1653N61","10","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1636N33","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1636N53","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1636NV3","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1637N51","5","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1339N11","2","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1664N21","5","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1657051","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A80A1N21","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A8553N12","5","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A8553N22","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A8553N11-72","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A2637N26","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A3947N31","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A3040021","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A3040031","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A3035011","2","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A3955NQ1","2","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A3119091","2","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A3957N11","5","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A3957N51","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A3957NB1","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1685N11","3","ç≤êÏ"
"TOJP202509180022-001","20250925","3","450306870160","A1685N21","2","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","B25M1N11","5","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A25X1N21","6","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A25X1N21","4","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","B25M8N11","10","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A3388N21","5","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A3957N11","5","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A3957N31","10","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A2698N51","5","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A121AN21","5","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A91C8N11","5","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A91C8N21","5","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","B2653N11","10","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A1638N11","20","ç≤êÏ"
"TOJP202509180023-002","20250925","3","450306870182","A2658N11","20","ç≤êÏ"
"FB2025092401-R","20250925","5","450306871033","J3012N11","72","ç≤êÏ"
"FB2025092401-R","20250925","5","450306871033","J3013N11","48","ç≤êÏ"
"TOJP202508290011-001","20251004","","","T9149N12","5",""
"TOJP202508290011-001","20251004","","","T9149N22","5",""
"TOJP202508290011-001","20251004","","","T9150N11","5",""
"TOJP202508290011-001","20251004","","","T9150N21","5",""
"TOJP202508290011-001","20251004","","","T2521511","5",""
"TOJP202508290011-001","20251004","","","T2521521","5",""
"TOJP202508290011-001","20251004","","","T2292511","2",""
"TOJP202508290011-001","20251004","","","T8416521","6",""
"TOJP202508290011-001","20251004","","","T81A0311","4",""
"TOJP202508290011-001","20251004","","","T8W11521","10",""
"TOJP202508290011-001","20251004","","","T8170521","4",""
"TOJP202508290011-001","20251004","","","T8171321","4",""
"TOJP202508290011-001","20251004","","","T8030500","2",""
"TOJP202508290011-001","20251004","","","T8410N26","5",""
"TOJP202508290011-001","20251004","","","T87B0N11","15",""
"TOJP202508290011-001","20251004","","","T87B0N21","13",""
"TOJP202508290011-001","20251004","","","T87B0N21","2",""
"TOJP202508290011-001","20251004","","","T87B1N12","15",""
"TOJP202508290011-001","20251004","","","T87B4N11","15",""
"TOJP202508290011-001","20251004","","","T87B5N11","15",""
"TOJP202508290011-001","20251004","","","A1782511","1",""
"TOJP202508290011-001","20251004","","","A1722511","3",""
"TOJP202508290011-001","20251004","","","A1726511","2",""
"TOJP202508290011-001","20251004","","","A1726511","1",""
"TOJP202508290011-001","20251004","","","N23515F1","2",""
"TOJP202508290011-001","20251004","","","D2425N11","6",""
"TOJP202508290011-001","20251004","","","D2426N12","6",""
"TOJP202508290011-001","20251004","","","D2342511","2",""
"TOJP202508290011-001","20251004","","","D4112511","4",""
"TOJP202508290011-001","20251004","","","D4112521","4",""
"TOJP202508290011-001","20251004","","","D2325512","2",""
"TOJP202508290011-001","20251004","","","D0733111","3",""
"TOJP202508290011-001","20251004","","","D0719111","8",""
"TOJP202508290011-001","20251004","","","D0711111","5",""
"TOJP202508290011-001","20251004","","","D0730111","5",""
"TOJP202508290011-001","20251004","","","A83B51A1","3",""
"TOJP202508290011-001","20251004","","","A70A1NA1","30",""
"TOJP202508290011-001","20251004","","","A83B65A1","3",""
"TOJP202508290011-001","20251004","","","A83D1NA1","6",""
"TOJP202508290011-001","20251004","","","A83D1N21","6",""
"TOJP202508290011-001","20251004","","","A83D1N61","6",""
"TOJP202508290011-001","20251004","","","A8339NA1","10",""
"TOJP202508290011-001","20251004","","","A8339N21","10",""
"TOJP202508290011-001","20251004","","","A83C20A1","5",""
"TOJP202508290011-001","20251004","","","A83C20A1","5",""
"TOJP202508290011-001","20251004","","","A83775Z1","3",""
"TOJP202508290011-001","20251004","","","A17615Z1","2",""
"TOJP202508290011-001","20251004","","","A3319011","3",""
"TOJP202508290011-001","20251004","","","A1782111-85","2",""
"TOJP202508290015-001","20251004","","","B25M1N11","15",""
"TOJP202508290015-001","20251004","","","B25M3N21","6",""
"TOJP202508290015-001","20251004","","","A2345541","6",""
"TOJP202508290015-001","20251004","","","A2683N41","6",""
"TOJP202508290015-001","20251004","","","A2688N41","20",""
"TOJP202508290015-001","20251004","","","A2669N21","15",""
"TOJP202508290015-001","20251004","","","A2669N11","15",""
"TOJP202508290015-001","20251004","","","A2148N11","6",""
"TOJP202508290015-001","20251004","","","A2637N16","10",""
"TOJP202508290015-001","20251004","","","A2637N26","10",""
"TOJP202508290015-001","20251004","","","A2637NQ6","10",""
"TOJP202508290015-001","20251004","","","A2637NG6","10",""
"TOJP202508290015-001","20251004","","","A2637N56","10",""
"TOJP202508290015-001","20251004","","","B2633N71","30",""
"TOJP202508290015-001","20251004","","","B2668N71","40",""
"TOJP202508290015-001","20251004","","","B2148N71","10",""
"TOJP202508290015-001","20251004","","","A2147N11","10",""
"TOJP202508290015-001","20251004","","","A2147N21","10",""
"TOJP202508290015-001","20251004","","","A2147N31","10",""
"TOJP202508290015-001","20251004","","","A2147N61","10",""
"TOJP202508290015-001","20251004","","","A2147NV1","10",""
"TOJP202508290015-001","20251004","","","A2698N11","1",""
"TOJP202508290015-001","20251004","","","A2698N11","9",""
"TOJP202508290015-001","20251004","","","A2698N21","10",""
"TOJP202508290015-001","20251004","","","A2698N31","10",""
"TOJP202508290015-001","20251004","","","A2698N51","10",""
"TOJP202508290015-001","20251004","","","A2039N11","6",""
"TOJP202508290015-001","20251004","","","A2039N21","6",""
"TOJP202508290015-001","20251004","","","A2663N13","10",""
"TOJP202508290015-001","20251004","","","A2663N23","10",""
"TOJP202508290015-001","20251004","","","A2331N11","15",""
"TOJP202508290015-001","20251004","","","A2331N21","15",""
"TOJP202508290015-001","20251004","","","B2697NZ1","5",""
"TOJP202508290015-001","20251004","","","A2735011","15",""
"TOJP202508290015-001","20251004","","","B2692N11","10",""
"TOJP202508290015-001","20251004","","","A2727012","10",""
"TOJP202508290015-001","20251004","","","B27310A1","10",""
"TOJP202508290015-001","20251004","","","A2658N11","6",""
"TOJP202508290015-001","20251004","","","A2658N21","6",""
"TOJP202508290015-001","20251004","","","A91C8N21","6",""
"TOJP202508290015-001","20251004","","","A121AN11","10",""
"TOJP202508290015-001","20251004","","","A121AN21","10",""
"TOJP202508290015-001","20251004","","","A121AN31","10",""
"TOJP202508290015-001","20251004","","","A121AN51","10",""
"TOJP202509220020","20250926","3","450306871162","99018000032","100","ç≤êÏ"
"TOJP202509220020","20250926","3","450306871162","99018000033","100","ç≤êÏ"
"TOJP202509220020","20250926","3","450306871162","99018000034","100","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8553N11-72","20","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8553N71-72","20","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8060112","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8060122","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A84N1012","6","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A88E2N11","11","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A88E2N12","11","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8552N12","15","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8552N22","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8552N32","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8552N62","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8552N72","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8552NV2","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8552NQ2","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8553N12","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8553N22","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8553N32","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8553N62","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8553N72","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8553NQ2","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8553NV2","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8436012","15","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A85G1N22","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8662061","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A86620V1","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A86620Q1","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8662071","3","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8662071","7","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8663N11","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8663061","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A86630V1","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A86630Q1","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8663071","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A85A1N11","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A85A1N21","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A85A1N12","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A85A1N22","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8743011","4","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A87E1011","4","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8891011","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8891021","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8891031","10","ç≤êÏ"
"TOJP202509100008-001","20250926","3","450306871140","A8895011","8","ç≤êÏ"
"TOJP202509100008-002","20250926","1","450306871151","A8060111","10","ç≤êÏ"
"TOJP202509100008-002","20250926","1","450306871151","A8436022","10","ç≤êÏ"
"TOJP202509100008-002","20250926","1","450306871151","A85G1N12","10","ç≤êÏ"
"TOJP202509100008-002","20250926","1","450306871151","A8663N21","10","ç≤êÏ"
"TOJP202509100008-002","20250926","1","450306871151","A8895021","8","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A9231524","4","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1645011","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1653N11","26","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1636N33","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1637N11","22","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1637N21","7","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1637N51","8","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1637N31","7","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1637NV1","5","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1383N21","8","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1657051","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A80A2N21","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A80E1N61","17","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A80E2N31","11","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8436022","3","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8552N72","3","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8552N12","3","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8552N22","3","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8553N32","5","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8553NV2","8","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8553N12","9","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8553N22","14","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A86630V1","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8663N11","4","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8891021","4","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8895021","4","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A88E2N12","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A88E2N12","25","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A2331N11","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A2663N23","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","B2633N71","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","B2668N71","10","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3062N11","3","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3955N21","16","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3955N31","10","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3955NQ1","8","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3959N11","8","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3959N31","3","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3959N61","3","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3994N31","4","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3954N31","4","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A70A1NA1","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A70A1N31","7","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","T8W11521","6","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A31X1031","3","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A2524014","5","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","B2557N21","4","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","B25M1N21","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A25X1N21","13","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A25M7521","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3388N11","3","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1695N11","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","B2697NZ1","5","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3957N11","7","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A25M2N11","7","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A2698N21","12","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A2698N51","8","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A3035Z51","2","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8060112","10","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A83D20A1","8","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1695N41","12","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A121AN11","36","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A121AN21","7","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A8052011","21","ç≤êÏ"
"TOJP202509240028","20250926","10","450306871114","A1638N11","3","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A83B65A1","3","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A83D1N21","3","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A70A1N31","12","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","T87B0N11","17","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","T8W11521","13","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A25A0N11","19","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A25A00V1","21","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","B25M1N21","3","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","B25M3N11","3","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","B25M8N11","2","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","B2557N11-72","5","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A84B1N71","7","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A3388N11","5","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","B2697NZ1","12","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A3957N21","2","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A3957N51","2","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A25M2N11","5","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A2698N21","5","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A2698N31","8","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A2698N11","8","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A2698N51","17","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A85A1N11","12","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A3130Z21","2","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A83D20A1","2","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A1695N41","16","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A121AN11","21","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A8052011","15","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A91C8N11","4","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A91C8N21","3","ç≤êÏ"
"TOJP202509240030","20250926","7","450306871125","A1638N11","3","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A9231524","2","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1645021","13","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A16450V1","16","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1645061","8","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1653N11","25","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1653N61","43","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1653NG1","5","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1653NG1","40","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A16540V1","4","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1636N33","27","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1636N53","8","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1636NV3","2","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1637N21","12","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1637N51","6","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1637N31","13","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1637NV1","7","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1383N21","11","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1383NV1","7","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1664N11","121","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1664N21","21","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A1657051","6","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A80A1N21","3","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A80A1N61","3","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A80A2N11","2","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A80E2N31","5","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8436022","7","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8552N32","8","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8552N72","2","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8552NV2","2","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8552N12","5","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8552N22","19","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8553N32","20","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8553N62","3","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8553N72","10","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8553NV2","18","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8553N12","34","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8553N22","8","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8663071","9","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8663N11","8","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8895011","16","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A88E2N11","25","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A88E2N12","28","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8553N11-72","4","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A8553N71-72","20","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A2148N11","6","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A2331N11","3","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A2637N16","10","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A2683N41","5","ç≤êÏ"
"TOJP202509240013","20250926","14","450306871070","A2688N41","7","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A9129N11","5","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1336011","3","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1645021","24","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1645051","16","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A16450V1","35","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1645061","4","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1653N11","33","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1653N11","3","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1653N61","21","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1653N61","11","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1653NG1","21","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1653NG1","42","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1902511","8","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1654N11","7","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A16540V1","4","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1637N21","10","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1637N51","11","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1637N31","19","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1664N11","5","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1664N11","180","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A1657N21","4","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A80A1N21","8","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A80A1N61","7","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A80E1N61","6","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A8436022","13","ç≤êÏ"
"TOJP202509240017","20250926","12","450306871092","A8552N32","2","ç≤êÏ"
