"recordtype","tranid","trandate","item_internalid","item_quantity","LOT","‘qŒÉID","•iŽ¿‹æ•ªID"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000061","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000062","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000188","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000067","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000145","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000068","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000146","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000218","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000417","200","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000251","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000055","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000172","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000214","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000217","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000210","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000056","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000254","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000211","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000212","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000058","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000213","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000059","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000209","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000126","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000127","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000205","100","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000206","100","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000045","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000046","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000047","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000119","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000197","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000110","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000116","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000117","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000118","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000111","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000112","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000156","70","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000182","20250704","99018000157","70","JU2025","1","7"
"Procure20250707","PPJP202506250006-002","20250709","A1641011","1210","0001JP20250630000848","1","1"
"Procure20250707","PPJP202506250006-002","20250709","A1641011","6","0001JP20250630000848","1","2"
"SO_IN","RMA50002120250702472494","20250707","A8309012","3","RTN202507","1","2"
"SO_IN","RMA50002120250702472514","20250707","A83A8H11","1","RTN202507","1","2"
"SO_IN","RMA50002120250702472516","20250707","A2023111","1","RTN202507","1","2"
"SO_IN","RMA50002120250702472516","20250707","T2351511","1","RTN202507","1","2"
"SO_IN","RMA50002120250702472516","20250707","A2637N26","2","RTN202507","1","2"
"SO_IN","RMA50002120250702472516","20250707","T9146N16","2","RTN202507","1","2"
"SO_IN","RMA50002120250702472516","20250707","A1268013","8","RTN202507","1","2"
"SO_IN","RMA50002120250702472516","20250707","A1637N21","1","RTN202507","1","2"
"SO_IN","RMA50002120250702472515","20250707","A24340A1","1","RTN202507","1","1"
"Other","DL20250702000216","20250717","A8553N12","704","X202505261","1","1"
"Other","DL20250702000216","20250717","A8553N12","19","X202505261","1","2"
"Other","DL20250702000214","20250717","A8553N12","1","X202505261","1","10"
"Other","DL20250702000215","20250724","A17545Z1","112","K202505294","1","1"
"SO_IN","RMA50001420250703472524","20250709","A3958N31","1","RTN202507","1","2"
"SO_IN","RMA50001420250703472624","20250714","A24370A1","1","RTN202507","1","4"
"Procure20250711","PPJP202410150136","20250714","A3954N31","1351","0001JP20250626005981","1","1"
"Procure20250711","PPJP202410150136","20250714","A3954N31","9","0001JP20250626005981","1","2"
"Procure20250711","PPJP202411190439","20250717","A3119091","360","0001JP20250625005985","1","1"
"Procure20250711","PPJP202505130568","20250718","A3955N11","2000","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505200219-001","20250711","A24360A1","144","0001JP20250625005985","1","1"
"Procure20250711","PPJP202506170082","20250718","A86630V1","135","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060396","20250718","A3955N11","800","0001JP20250625005985","1","1"
"Procure20250711","PPJP202505270354","20250718","A1610022","60","0001JP20250626005981","1","1"
"SO_IN","RMA50001420250703472625","20250715","B2697NZ1","1","RTN02507","1","2"
"Procure20250711","PPJP202506170083","20250718","A8663071","135","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504270241","20250717","A1610062","60","0001JP20250625005985","1","1"
"Procure20250711","PPJP202504080093","20250718","A3012Z21","199","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504080093","20250718","A3012Z21","1","0001JP20250626005981","1","2"
"Procure20250711","PPJP202504080376-001","20250715","A3134N11","477","0001JP20250625005985","1","1"
"Procure20250711","PPJP202504080376-001","20250715","A3134N11","9","0001JP20250625005985","1","2"
"Procure20250711","PPJP202506170043","20250718","A3388N51","400","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504270144","20250717","A2669N21","150","0001JP20250625005985","1","1"
"Procure20250711","PPJP202504080197","20250718","T9149N12","168","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504080197","20250718","T9149N12","2","0001JP20250626005981","1","2"
"Procure20250711","PPJP202410300039-001","20250718","A83D1N21","59","0001JP20250626005981","1","1"
"Procure20250711","PPJP202410300039-001","20250718","A83D1N21","1","0001JP20250626005981","1","2"
"Procure20250711","PPJP202506170158","20250718","B2656121","120","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504080192","20250717","A2669N21","300","0001JP20250625005985","1","1"
"Procure20250711","PPJP202505270444","20250718","A3955N11","800","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504080090","20250718","A3012Z11","220","0001JP20250625005985","1","1"
"Procure20250711","PPJP202506170054-001","20250718","A82E2N12","60","0001JP20250626005981","1","1"
"Procure20250711","PPJP202410150041-003","20250718","A3874N31","400","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504270188","20250718","A31X1021","168","0001JP20250625005985","1","3"
"Procure20250711","PPJP202506240118-001","20250718","A1637N51","719","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506240118-001","20250718","A1637N51","1","0001JP20250626005981","1","2"
"Procure20250711","PPJP202505130570-001","20250718","A3955N31","240","0001JP20250626005981","1","1"
"Procure20250711","PPJP202411260372","20250717","A3119091","30","0001JP20250625005985","1","1"
"Procure20250711","PPJP202504080091","20250718","A3012Z11","200","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506030251","20250722","A3135032","80","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060396-001","20250718","A3955N11","1200","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060346-001","20250716","A81H6N11","320","0001JP20250625005985","1","1"
"Procure20250711","PPJP202505220002-004","20250714","T2353511","74","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505270539-001","20250718","A1636NV3","150","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060397","20250718","A3955N21","1880","0001JP20250625005985","1","1"
"Procure20250711","PPJP202504270163","20250718","A2667N12","2044","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504270163","20250718","A2667N12","4","0001JP20250626005981","1","2"
"Procure20250711","PPJP202410220055-001","20250722","A1387N21","313","0001JP20250626005981","1","1"
"Procure20250711","PPJP202410220055-001","20250722","A1387N21","2","0001JP20250626005981","1","2"
"Procure20250711","PPJP202504270127","20250716","A81H6N11","1040","0001JP20250625005985","1","1"
"Procure20250711","PPJP202505270434","20250718","A31050J6","16","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505190029","20250718","A3117031","16","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504010379-002","20250718","A2668N11","80","0001JP20250625005985","1","1"
"Procure20250711","PPJP202412310028-001","20250718","A8552N72","450","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505190036","20250718","T87B2N11","360","0001JP20250626005981","1","3"
"Procure20250711","PPJP202505060323-001","20250718","A1112N21","479","0001JP20250625005985","1","1"
"Procure20250711","PPJP202505060323-001","20250718","A1112N21","1","0001JP20250625005985","1","2"
"Procure20250711","PPJP202505060288","20250716","A3957N21","1180","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504150915","20250718","A3012Z11","200","0001JP20250625005985","1","1"
"Procure20250711","PPJP202505270444-001","20250718","A3955N11","1200","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504150583","20250714","D2342511","40","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504150641-001","20250717","A1636N53","269","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504150641-001","20250717","A1636N53","1","0001JP20250626005981","1","2"
"Procure20250711","PPJP202504220179","20250718","B2697NZ1","221","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504220179","20250718","B2697NZ1","3","0001JP20250626005981","1","2"
"Procure20250711","PPJP202505060301","20250718","A1610022","60","0001JP20250625005985","1","1"
"Procure20250711","PPJP202506030216","20250718","A3874N11","140","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505220002-005","20250715","T2353511","504","0001JP20250626005918","1","1"
"Procure20250711","PPJP202506170122","20250718","A16540V1","60","0001JP20250626005981","1","1"
"Procure20250711","PPJP202412310041-001","20250717","A8553NQ2","405","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060310","20250714","A1695N41","366","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060310","20250714","A1695N41","6","0001JP20250626005981","1","2"
"Procure20250711","PPJP202505130597","20250718","A1695N11","504","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506170054","20250718","A82E2N12","360","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506240006","20250718","A1383N21","475","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506240006","20250718","A1383N21","5","0001JP20250626005981","1","2"
"Procure20250711","PPJP202506030184","20250718","A2663N23","180","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505190052","20250718","A81C6021","135","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506100237","20250718","A3874N11","200","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504080376","20250718","A3134N11","2","0001JP20250626005981","1","1"
"Procure20250711","PPJP202412310407-001","20250718","A3953N21","780","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505130569-001","20250718","A3955N21","120","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504220299","20250718","A2667N12","1024","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506030198-001","20250718","A3955N11","120","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506240168","20250718","B25M3N11","48","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505130570-002","20250718","A3955N31","480","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505230048","20250714","A3954N31","140","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504010329","20250718","A2023111","100","0001JP20250626005981","1","1"
"Procure20250711","PPJP202412310407","20250718","A3953N21","1220","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504150916","20250718","A3012Z21","60","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504220202","20250718","A1680N22","1998","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504220202","20250718","A1680N22","2","0001JP20250626005981","1","2"
"MISC_ORDER_IN20250704","JPO-00000183","20250704","99018000425","600","JU2025","1","7"
"MISC_ORDER_IN20250704","JPO-00000184","20250704","99018000426","400","JU2025","1","7"
"Procure20250711","PPJP202506170084","20250718","A83880A1","60","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060235","20250718","A3955NQ1","320","0001JP20250626005981","1","1"
"Procure20250711","PPJP202410300038","20250722","A83D1N61","120","0001JP20250626005981","1","1"
"Procure20250711","PPJP202412310040-001","20250718","A8553N72","810","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504010326","20250718","A91C5N21","59","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504010326","20250718","A91C5N21","1","0001JP20250626005981","1","2"
"Procure20250711","PPJP202505270490-001","20250718","A8552N32","150","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506030241-001","20250718","B2697NZ1","32","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506240130-001","20250718","A2637NG6","118","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506240130-001","20250718","A2637NG6","2","0001JP20250626005981","1","2"
"Procure20250711","PPJP202504270255-001","20250718","A3953N31","440","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505270510-001","20250714","A1695N41","252","0001JP20250626005981","1","1"
"Procure20250711","PPJP202410220055-002","20250722","A1387N21","210","0001JP20250626005981","1","1"
"SO_IN","RMA52620250703472697","20250707","A3028N14","1","RTN202507","1","2"
"Procure20250711","PPJP202411200006-001","20250718","A2639N21","180","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505130581","20250718","A1637N31","149","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505130581","20250718","A1637N31","1","0001JP20250626005981","1","2"
"Procure20250711","PPJP202412310039","20250717","A8553N62","1215","0001JP20250626005981","1","1"
"Procure20250711","PPJP202504080144","20250718","A2667N12","2048","0001JP20250626005981","1","1"
"Procure20250711","PPJP202412170044","20250718","A31X1091","216","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505190053","20250718","A2637NG6","1140","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060330","20250718","A81F6N11","1840","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060246","20250718","A1637N31","300","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506100112","20250718","A81F6N21","560","0001JP20250626005981","1","1"
"Procure20250711","PPJP202412170061","20250718","A8552NQ2","300","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506240127","20250718","A2663N23","60","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505130607","20250714","A1695N41","408","0001JP20250626005981","1","1"
"Procure20250711","PPJP202506030195","20250718","A3102096","20","0001JP20250626005981","1","1"
"Procure20250711","PPJP202412310355","20250718","A2676N11","296","0001JP20250626005981","1","1"
"Procure20250711","PPJP202412310355","20250718","A2676N11","4","0001JP20250626005981","1","2"
"Procure20250711","PPJP202505060303","20250718","A81B5N21","3996","0001JP20250626005981","1","1"
"Procure20250711","PPJP202505060303","20250718","A81B5N21","4","0001JP20250626005981","1","2"
"Other","DL20250703000246","20250715","A3388N11","150","K202507034","1","1"
"Other","DL20250703000244","20250715","A3388N11","131","K202507034","1","1"
"Other","DL20250703000244","20250715","A3388N11","19","K202507034","1","2"
"Other","DL20250703000245","20250715","A3388N11","150","K202507034","1","1"
"Procure20250710","PPJP202503040116-003","20250707","A91C8N21","180","0001JP20250702006292","1","1"
"Procure20250710","PPJP202503040116-003","20250707","A91C8N21","60","0001JP20250702006292","1","2"
"Procure20250710","PPJP202504220161","20250708","A1653N51","799","0001JP20250702006298","1","1"
"Procure20250710","PPJP202504220161","20250708","A1653N51","1","0001JP20250702006298","1","2"
"Procure20250710","PPJP202504270212","20250708","A1653N51","1400","0001JP20250702006298","1","1"
"Procure20250718","PPJP202505220002-009","20250718","T2353511","504","0001JP20250630004970","1","1"
"SO_IN","RMA52620250704472813","20250709","A81C6011","1","RTN202507","1","2"
"SO_IN","RMA52620250704472813","20250709","D4112511","1","RTN202507","1","2"
"SO_IN","RMA52620250704472814","20250709","A1680N11","1","RTN202507","1","2"
"SO_IN","RMA52620250704472961","20250709","A2640N11","2","RTN202507","1","2"
"SO_IN","RMA52620250704472961","20250709","A24340A1","1","RTN202507","1","2"
"Procure20250711","PPJP202507020001-003","20250709","A1383011","460","0001JP20250703006789","1","1"
"Procure20250711","PPJP202504080108-002","20250708","A25X1N11","72","0001JP20250703006783","1","1"
"Procure20250711","PPJP202507020001-001","20250709","A1383011","1974","0001JP20250703006789","1","1"
"Procure20250711","PPJP202507020001-001","20250709","A1383011","66","0001JP20250703006789","1","2"
"Procure20250711","PPJP202504270158","20250709","A1654N21","1018","0001JP20250703006789","1","1"
"Procure20250711","PPJP202504270158","20250709","A1654N21","2","0001JP20250703006789","1","2"
"Other","DL20250704000335","20250710","A3388N21","133","K202507035","1","1"
"Other","DL20250704000335","20250710","A3388N21","17","K202507035","1","2"
"Other","DL20250704000336","20250715","A3388N11","150","K202507034","1","1"
"Other","DL20250704000339","20250710","A3388N21","150","K202507035","1","1"
"Other","DL20250704000341","20250715","A3388N11","150","K202507034","1","1"
"Other","DL20250704000338","20250715","A3388N11","150","K202507034","1","1"
"Other","DL20250704000340","20250710","A3388N21","111","K202507035","1","1"
"Other","DL20250704000343","20250715","A3388N11","150","K202507034","1","1"
"Other","DL20250704000342","20250710","A3388N21","150","K202507035","1","1"
"Other","DL20250704000337","20250710","A3388N21","137","K202507035","1","1"
"Other","DL20250704000334","20250715","A3388N11","150","K202507034","1","1"
"Other","DL20250705000002","20250710","A3388N21","150","K202507035","1","1"
"Other","DL20250705000004","20250710","A3388N21","150","K202507035","1","1"
"Other","DL20250705000005","20250710","A3388N21","150","K202507035","1","1"
"Other","DL20250705000007","20250710","A3388N21","150","K202507035","1","1"
"Other","DL20250705000003","20250715","A3388N11","149","K202507034","1","1"
"Other","DL20250705000006","20250715","A3388N11","150","K202507034","1","1"
"Other","DL20250705000008","20250710","A3388N21","149","K202507035","1","1"
"Other","DL20250706000089","20250710","B17615Z7","1","K202507032","1","1"
"Other","DL20250706000090","20250710","B17615Z7","1","K202507032","1","1"
"Other","DL20250706000091","20250710","B17615Z7","1","K202507032","1","1"
"Review_return","RMA50003020250707473620","20250710","99018000238","24","RTN202507","1","7"
"Review_return","RMA50003020250707473620","20250710","99018000239","14","RTN202507","1","7"
"SO_IN","RMA50000120250707473622","20250709","A1336011","2","RTN202507","1","2"
"Procure20250709","PPJP202504270005-002","20250709","A1665N11","999","0001JP20250630000848","1","1"
"Procure20250709","PPJP202504270005-002","20250709","A1665N11","1","0001JP20250630000848","1","2"
"SO_IN","RMA50001420250707473625","20250709","A1637NV1","3","RTN202507","1","2"
"SO_IN","RMA50002120250707473636","20250724","A1384N11","1","RTN202507","1","2"
"SO_IN","RMA50002120250707473635","20250724","A7852011","1","RTN202507","1","2"
"SO_IN","RMA50002120250707473638","20250724","A3369011","1","RTN202507","1","2"
"SO_IN","RMA50002120250707473639","20250724","A8169091","5","RTN202507","1","2"
"SO_IN","RMA50002120250707473637","20250724","A2340N11","1","RTN202507","1","2"
"SO_IN","RMA50002120250707473641","20250724","T2521511","1","RTN202507","1","2"
"SO_IN","RMA50002120250707473640","20250724","A8432022","2","RTN202507","1","2"
"Procure20250725","PPJP202504220180","20250724","A8632022","150","0006JP20250701016072","1","1"
"Procure20250725","PPJP202504270227","20250724","A8632022","300","0006JP20250701016072","1","1"
"Procure20250725","PPJP202505190025","20250728","A81690A1","84","0006JP20250701016072","1","1"
"Procure20250725","PPJP202505060305","20250725","A8663N21","810","0006JP20250701016072","1","1"
"Procure20250725","PPJP202505060287","20250728","A81690A1","84","0006JP20250701016072","1","1"
"SO_IN","RMA50001720250708473667","20250709","A2147N11","6","RTN202507","1","1"
"SO_IN","RMA50001720250708473668","20250709","A1263026","3","RTN202507","1","2"
"Procure20250725","PPJP202504010210-001","20250724","A9231524","75","0006JP20250701016072","1","1"
"Procure20250725","PPJP202504270169","20250728","A3959N51","795","0006JP20250701016072","1","1"
"Procure20250725","PPJP202504270169","20250728","A3959N51","5","0006JP20250701016072","1","2"
"Procure20250725","PPJP202505270377","20250728","B81E1021","135","0006JP20250701016072","1","1"
"Procure20250725","PPJP202503250227","20250724","A3959N11","998","0006JP20250701016072","1","1"
"Procure20250725","PPJP202503250227","20250724","A3959N11","2","0006JP20250701016072","1","2"
"Procure20250725","PPJP202504010311","20250724","A9231524","300","0006JP20250701016072","1","1"
"Procure20250725","PPJP202506170133-001","20250728","A3959N61","200","0006JP20250701016072","1","1"
"Procure20250725","PPJP202504010344","20250729","A91F2521","360","0006JP20250701016072","1","1"
"Procure20250725","PPJP202504220208","20250728","A85A1N11","1020","0006JP20250701016072","1","1"
"Procure20250725","PPJP202505130564","20250729","A91F2521","120","0006JP20250701016072","1","1"
"Procure20250725","PPJP202504220279","20250728","A3959N51","440","0006JP20250701016072","1","1"
"Procure20250725","PPJP202407220034-005","20250724","A91C3511","119","0006JP20250701016072","1","1"
"Procure20250725","PPJP202407220034-005","20250724","A91C3511","1","0006JP20250701016072","1","2"
"Procure20250725","PPJP202504220212","20250728","A85A1N12","1199","0006JP20250701016072","1","1"
"Procure20250725","PPJP202504220212","20250728","A85A1N12","1","0006JP20250701016072","1","2"
"Procure20250725","PPJP202506030170","20250728","A81E5011","299","0006JP20250701016072","1","1"
"Procure20250725","PPJP202506030170","20250728","A81E5011","1","0006JP20250701016072","1","2"
"Procure20250725","PPJP202505060318","20250728","A3959N51","520","0006JP20250701016072","1","1"
"Procure20250718","PPJP202505220002-008","20250718","T2353511","504","0001JP20250630004051","1","1"
"Procure20250725","PPJP202505190076","20250724","A91C6521","32","0006JP20250701016072","1","1"
"Procure20250725","PPJP202502180231","20250724","A3959N11","3000","0006JP20250701016072","1","1"
"Procure20250725","PPJP202505060237-001","20250728","A3959N61","720","0006JP20250701016072","1","1"
"Procure20250718","PPJP202505130603","20250725","A1388NV1","1509","0001JP20250630004149","1","1"
"Procure20250718","PPJP202505130603","20250725","A1388NV1","3","0001JP20250630004149","1","2"
"Procure20250718","PPJP202506240323","20250725","A1634N31","160","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505070094-001","20250723","A1722511","994","0001JP20250702008360","1","1"
"Procure20250718","PPJP202505070094-001","20250723","A1722511","6","0001JP20250702008360","1","2"
"Procure20250718","PPJP202506270003-001","20250718","A1761511","207","0001JP20250630004149","1","1"
"Procure20250718","PPJP202505190130","20250725","A1388NV1","312","0001JP20250630004149","1","1"
"Procure20250718","PPJP202502180178","20250725","A3957N51","915","0001JP20250627006306","1","1"
"Procure20250718","PPJP202502180178","20250725","A3957N51","5","0001JP20250627006306","1","2"
"Procure20250718","PPJP202506030187","20250718","A2637NG6","180","0001JP20250630004147","1","1"
"Procure20250718","PPJP202506240207","20250722","A3954N11","300","0001JP20250702008366","1","1"
"Procure20250718","PPJP202504080085-003","20250722","A1634N11","12","0001JP20250627006306","1","1"
"Procure20250718","PPJP202504080085-003","20250722","A1634N11","28","0001JP20250627006306","1","2"
"Procure20250718","PPJP202506170147","20250725","A88E2N11","900","0001JP20250627006306","1","1"
"Procure20250718","PPJP202506240828","20250718","A8552NV2","600","0001JP20250630004147","1","1"
"Procure20250718","PPJP202504150634","20250728","A1388N11","7996","0001JP20250630004149","1","1"
"Procure20250718","PPJP202504150634","20250728","A1388N11","20","0001JP20250630004149","1","2"
"Procure20250718","PPJP202506170037","20250723","A8552NV2","300","0001JP20250702008366","1","1"
"Procure20250718","PPJP202412240131","20250725","A8552NV2","300","0001JP20250627006306","1","1"
"Procure20250718","PPJP202410290107-001","20250724","A1721511","299","0001JP20250630004149","1","1"
"Procure20250718","PPJP202410290107-001","20250724","A1721511","1","0001JP20250630004149","1","2"
"Procure20250718","PPJP202505270485","20250725","A8552N22","1048","0001JP20250630004147","1","1"
"Procure20250718","PPJP202505270485","20250725","A8552N22","2","0001JP20250630004147","1","2"
"Procure20250718","PPJP202506240205","20250718","D2325512","14","0001JP20250702008366","1","1"
"Procure20250718","PPJP202506240205","20250718","D2325512","2","0001JP20250702008366","1","2"
"Procure20250718","PPJP202506270003","20250718","A1761511","363","0001JP20250630004149","1","1"
"Procure20250718","PPJP202412310027","20250722","A8552N62","1200","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505060338","20250718","A81B6N21","639","0001JP20250630004147","1","1"
"Procure20250718","PPJP202505060338","20250718","A81B6N21","1","0001JP20250630004147","1","2"
"Procure20250718","PPJP202506170141","20250718","D2325512","16","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505130530","20250722","A81F6N11","639","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505130530","20250722","A81F6N11","1","0001JP20250627006306","1","2"
"Procure20250718","PPJP202504080086","20250722","A1634N21","18400","0001JP20250702008366","1","1"
"Procure20250718","PPJP202506040038-001","20250718","A1780512","7","0001JP20250630004149","1","1"
"Procure20250718","PPJP202501140368","20250725","A2147N61","480","0001JP20250630004147","1","1"
"Procure20250718","PPJP202504150643","20250728","A3040011","1410","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505270390","20250725","A1614061","60","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505060258","20250717","A88E2N12","420","0001JP20250627006306","1","1"
"Procure20250718","PPJP202501140368-001","20250725","A2147N61","120","0001JP20250630004147","1","1"
"Procure20250718","PPJP202504270157","20250718","A1654N11","1019","0001JP20250627006306","1","1"
"Procure20250718","PPJP202504270157","20250718","A1654N11","1","0001JP20250627006306","1","2"
"Procure20250718","PPJP202505200029","20250723","A1637N11","2010","0001JP20250702008366","1","1"
"Procure20250718","PPJP202505060332","20250718","A81F6N21","1517","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505060332","20250718","A81F6N21","3","0001JP20250627006306","1","2"
"Procure20250718","PPJP202505060255","20250722","A3954N11","1595","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505060255","20250722","A3954N11","5","0001JP20250627006306","1","2"
"Procure20250718","PPJP202504080086-001","20250722","A1634N21","1572","0001JP20250702008366","1","1"
"Procure20250718","PPJP202504080086-001","20250722","A1634N21","28","0001JP20250702008366","1","2"
"Procure20250718","PPJP202506240250","20250725","A83570A0","240","0001JP20250627006306","1","1"
"Procure20250718","PPJP202506130033","20250728","A3330Z11","1998","0001JP20250702008366","1","1"
"Procure20250718","PPJP202506130033","20250728","A3330Z11","2","0001JP20250702008366","1","2"
"Procure20250718","PPJP202506250009","20250717","T2931131","15","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505190035","20250718","T87B0N11","1029","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505190035","20250718","T87B0N11","51","0001JP20250627006306","1","3"
"Procure20250718","PPJP202506030011-001","20250725","A1383N11","380","0001JP20250702008366","1","3"
"Procure20250718","PPJP202504300018","20250718","A1782511","100","0001JP20250702008360","1","1"
"Procure20250718","PPJP202506250010","20250725","T29D11A1","20","0001JP20250627006306","1","1"
"Procure20250718","PPJP202505270367","20250722","T87B2N11","600","0001JP20250627006306","1","3"
